final_url,how_many,primary_posture,primary_occluded,staff_patient_other,exception_case
a0c2958d3f7cb3546a8188da3e0a2ff3d4aee5cdcb2b29c73474874005e1b445_cat-1_001.PNG,One,Standing,No,Staff,No
a0c2958d3f7cb3546a8188da3e0a2ff3d4aee5cdcb2b29c73474874005e1b445_cat-1_002.PNG,One,Sitting,Yes,Patient,No
a0ca3bab263397d96b17d56c7c4e17109d08d00110174438e0cec6d4ab4753e1_cat-1_001.PNG,Two,Standing,Yes,Staff,Yes
a0ca3bab263397d96b17d56c7c4e17109d08d00110174438e0cec6d4ab4753e1_cat-1_002.PNG,Three,Standing,Yes,Staff,No
a0ca3bab263397d96b17d56c7c4e17109d08d00110174438e0cec6d4ab4753e1_cat-1_003.PNG,One,Lying,Yes,Patient,No
a0de5f7aeb71e07340d87bc529ec17b4bec396f02f5e507aceb0d61d2557831f_cat-1_001.PNG,One,Standing,No,Staff,No
a0de5f7aeb71e07340d87bc529ec17b4bec396f02f5e507aceb0d61d2557831f_cat-1_002.PNG,One,Standing,No,Other,No
4e4b0b111f48dbbb3bf11e68f6243c4edf934be04891f189ba5bd3465c7474cc_cat-1_003.PNG,One,Sitting,Yes,Staff,No
4e4b0b111f48dbbb3bf11e68f6243c4edf934be04891f189ba5bd3465c7474cc_cat-1_004.PNG,Two,Standing,Yes,Staff,No
4e7f721a54a98c3918e977d7134323ae6836930be03254519b55e62da7239e21_cat-1_001.PNG,Two,Lying,Yes,Patient,No
4e7f721a54a98c3918e977d7134323ae6836930be03254519b55e62da7239e21_cat-1_002.PNG,Two,Standing,Yes,Staff,No
4e84ccb4ec6864214fe055a71a1cffe519101d10d6157663151fb4cc3f582d94_cat-1_001.PNG,Two,Standing,No,Staff,No
4e84ccb4ec6864214fe055a71a1cffe519101d10d6157663151fb4cc3f582d94_cat-1_002.PNG,One,Standing,No,Staff,No
4e84ccb4ec6864214fe055a71a1cffe519101d10d6157663151fb4cc3f582d94_cat-1_003.PNG,Two,Sitting,Yes,Patient,No
4eaa228e26d234ce3565dbd22184127649c3035e4a62da7c073cb46a79addaa4_cat-1_001.PNG,One,Standing,No,Staff,No
4ebca901fba6eae3763b3718e92b6f630ea099b90ffdce4791ae11dcb0e2c74d_cat-1_001.PNG,One,Standing,No,Other,Bad Image
4ebca901fba6eae3763b3718e92b6f630ea099b90ffdce4791ae11dcb0e2c74d_cat-1_002.PNG,One,Standing,No,Staff,No
4ee238cc5ffb1b7a13661c9ba283ddc426d51fbc3472435484af9578a4a04d74_cat-1_001.PNG,Two,Standing,Yes,Other,No
4eea24f668d1e087fccbc2def3230fb97df2c5fc655d54a25d7196d3b4369752_cat-1_001.PNG,One,Sitting,Yes,Patient,No
4eea24f668d1e087fccbc2def3230fb97df2c5fc655d54a25d7196d3b4369752_cat-1_002.PNG,One,Sitting,No,Other,No
4eea24f668d1e087fccbc2def3230fb97df2c5fc655d54a25d7196d3b4369752_cat-1_003.PNG,Two,Sitting,Yes,Other,No
4eea24f668d1e087fccbc2def3230fb97df2c5fc655d54a25d7196d3b4369752_cat-1_004.PNG,One,Sitting,No,Other,No
4f0c5c2d911328923e43a85a20292ebddc8aacf743e5b8123db53d50f8854de4_cat-1_001.PNG,Two,Standing,Yes,Other,No
4f0c5c2d911328923e43a85a20292ebddc8aacf743e5b8123db53d50f8854de4_cat-1_002.PNG,Two,Sitting,Yes,Patient,No
4f0d4de8406ac61ab8e4277b115ab4b36491ee307c6ca142919cea2022967b9b_cat-1_001.PNG,Two,Standing,No,Staff,No
4f0d4de8406ac61ab8e4277b115ab4b36491ee307c6ca142919cea2022967b9b_cat-1_002.PNG,Two,Standing,No,Staff,No
4f1b01bed46eb9ff709001b42b76c8ced9855cc90568124654e34f2e556cdcbb_cat-1_001.JPG,One,Standing,Yes,Staff,No
4f1d622b636238d3c9acfc3b0362c28fb02391f9973dffcca4c42ae08aa4a512_cat-1_001.PNG,Two,Lying,Yes,Patient,No
4f1d622b636238d3c9acfc3b0362c28fb02391f9973dffcca4c42ae08aa4a512_cat-1_002.PNG,Two,Standing,Yes,Staff,No
4f1d622b636238d3c9acfc3b0362c28fb02391f9973dffcca4c42ae08aa4a512_cat-1_003.PNG,Two,Standing,Yes,Staff,No
4f263353b857d191fead676f620d7a5813fe5d0403ec2f298b4623ebcd0892c0_cat-1_002.PNG,One,Standing,No,Staff,No
4f263353b857d191fead676f620d7a5813fe5d0403ec2f298b4623ebcd0892c0_cat-1_004.PNG,Two,Standing,No,Patient,No
4f2c30191ad7ac37ee265beb9ac95a87f2ed076ff26bc11a2f305b122c5991b4_cat-1_001.PNG,Three,Sitting,Yes,Patient,No
4f2c30191ad7ac37ee265beb9ac95a87f2ed076ff26bc11a2f305b122c5991b4_cat-1_002.PNG,Two,Standing,No,Staff,No
4f2c30191ad7ac37ee265beb9ac95a87f2ed076ff26bc11a2f305b122c5991b4_cat-1_003.PNG,Two,Standing,Yes,Staff,No
4f2e21e120832b640ab48b6e7438c7d79b1fdaa923d15457b4c422503532cebd_cat-1_001.PNG,One,Standing,No,Staff,No
4f30e0a3f2608cda98f6decd00ef6c86fba570223865c5f15af5a8f302b818e1_cat-1_001.JPG,One,Standing,Yes,Staff,No
4f37d51f0e70e51d3d3cb4d968dd311ea9585b65aa988da786dea720561de1c0_cat-1_001.JPG,Two,Lying,Yes,Patient,No
4f37d51f0e70e51d3d3cb4d968dd311ea9585b65aa988da786dea720561de1c0_cat-1_002.JPG,Two,Standing,Yes,Other,No
4f392e43180a942701d8528b67bb611407fd13b809c631ba7543110ca2a6ae0e_cat-1_002.PNG,One,Standing,No,Staff,No
4f53e15d016ccdb7f31873c79d19714d7480b6f531b19d7831a21abba1bcdffc_cat-1_001.PNG,One,Standing,No,Patient,No
4f53e15d016ccdb7f31873c79d19714d7480b6f531b19d7831a21abba1bcdffc_cat-1_002.PNG,One,Standing,No,Staff,No
4f53e15d016ccdb7f31873c79d19714d7480b6f531b19d7831a21abba1bcdffc_cat-1_003.PNG,One,Standing,No,Other,No
4f5485d25645572858fdb8537a1f47188ed8586de7b4438bfdbc9610499dec9a_cat-1_002.PNG,Two,Sitting,Yes,Staff,No
4f5485d25645572858fdb8537a1f47188ed8586de7b4438bfdbc9610499dec9a_cat-1_003.PNG,Two,Standing,Yes,Other,No
4f548ae8283052d81e8a90bee367af33df4b428c76a19744f11e33a564725d5d_cat-1_001.PNG,Two,Standing,No,Staff,No
4f548ae8283052d81e8a90bee367af33df4b428c76a19744f11e33a564725d5d_cat-1_002.PNG,Two,Standing,Yes,Staff,No
4f5f442a6f287f03048203921fb2318f93f9c74aee7469ea491be90f9cd08fbe_cat-1_001.PNG,One,Standing,No,Staff,No
4f5f442a6f287f03048203921fb2318f93f9c74aee7469ea491be90f9cd08fbe_cat-1_002.PNG,One,Standing,No,Staff,No
4f5f442a6f287f03048203921fb2318f93f9c74aee7469ea491be90f9cd08fbe_cat-1_003.PNG,One,Standing,No,Staff,No
4f6c57b1191df0e1f50473ed56a4a0ed3c19fdd47de6186058751033d65c9c49_cat-1_001.PNG,One,Standing,Yes,Staff,No
4f6c57b1191df0e1f50473ed56a4a0ed3c19fdd47de6186058751033d65c9c49_cat-1_002.PNG,One,Standing,Yes,Other,No
4f83807aa6180ed7dd123042bbfe3f266c2f4604a59b40b8112bdd746c55d2bb_cat-1_001.JPG,Two,Standing,Yes,Other,No
4f83807aa6180ed7dd123042bbfe3f266c2f4604a59b40b8112bdd746c55d2bb_cat-1_002.JPG,Three,Standing,No,Patient,No
4f96e1fe5b0c6d70b2ea9b288127c3a1aa94a1f5a8939639faf90cdabd17253c_cat-1_001.PNG,One,Standing,No,Staff,No
4f96e1fe5b0c6d70b2ea9b288127c3a1aa94a1f5a8939639faf90cdabd17253c_cat-1_002.PNG,One,Standing,No,Staff,No
4f96e1fe5b0c6d70b2ea9b288127c3a1aa94a1f5a8939639faf90cdabd17253c_cat-1_003.PNG,Two,Standing,No,Staff,No
4fa421b2771e757e05aafbc17cddde481a9c1575379a2124962464f05c259794_cat-1_001.PNG,Three,Standing,No,Staff,No
4fa421b2771e757e05aafbc17cddde481a9c1575379a2124962464f05c259794_cat-1_002.PNG,Two,Standing,No,Staff,No
4fa421b2771e757e05aafbc17cddde481a9c1575379a2124962464f05c259794_cat-1_003.PNG,Three,Standing,Yes,Staff,No
4fab1abee46d1251a8514109adcdd2e9f46bd71f41234e65e8dd6f76670dd158_cat-1_001.JPG,One,Sitting,Yes,Other,No
4fab1abee46d1251a8514109adcdd2e9f46bd71f41234e65e8dd6f76670dd158_cat-1_002.JPG,One,Sitting,No,Patient,No
4fc91ca5e463c01cc172e60b04355165fd4e9f1ec3d2cdb471e85a60199ff6cc_cat-1_001.JPG,One,Sitting,No,Staff,No
4fc91ca5e463c01cc172e60b04355165fd4e9f1ec3d2cdb471e85a60199ff6cc_cat-1_002.JPG,One,Sitting,No,Other,No
4fcf869d0b2ea27962ce353d186bd2389324b9f7e816980b7631ed6e0f0b434c_cat-1_001.PNG,One,Sitting,No,Patient,No
4fcf869d0b2ea27962ce353d186bd2389324b9f7e816980b7631ed6e0f0b434c_cat-1_002.PNG,One,Sitting,No,Other,No
4fd007bd22878a989cbdb6b3fa61b27cbb8bfb3a56e433e88fa5ed668b957dc0_cat-1_001.PNG,One,Standing,Yes,Staff,No
4fd007bd22878a989cbdb6b3fa61b27cbb8bfb3a56e433e88fa5ed668b957dc0_cat-1_002.PNG,One,Standing,Yes,Staff,No
4feebee58181fdf3c27cfaad2847fa6a8c7256b71d7d83f4bf75240fc016fb93_cat-1_001.JPG,One,Sitting,Yes,Staff,No
4ff19e2eef5b2cfba89e207ccb0d905eeeaca5fd70132bf31ddee2003a1a811e_cat-1_001.PNG,Two,Standing,Yes,Staff,No
4ff19e2eef5b2cfba89e207ccb0d905eeeaca5fd70132bf31ddee2003a1a811e_cat-1_002.PNG,One,Standing,Yes,Staff,No
4ff19e2eef5b2cfba89e207ccb0d905eeeaca5fd70132bf31ddee2003a1a811e_cat-1_003.PNG,Two,Standing,Yes,Staff,No
50175721057b526e1852a3180d8700bf030da4e44589a3522e2804aef711799c_cat-1_001.PNG,Three,Sitting,Yes,Patient,No
50175721057b526e1852a3180d8700bf030da4e44589a3522e2804aef711799c_cat-1_002.PNG,Three,Standing,Yes,Staff,No
50175721057b526e1852a3180d8700bf030da4e44589a3522e2804aef711799c_cat-1_003.PNG,One,Standing,Yes,Staff,No
501d30da184708e45323647087a4d9ee00852074ecec56cea667277d1a85dce9_cat-1_001.PNG,One,Standing,Yes,Other,No
501d30da184708e45323647087a4d9ee00852074ecec56cea667277d1a85dce9_cat-1_002.PNG,One,Lying,Yes,Patient,No
503fdecb8aa56dcf69874719d8aee0c7cd3e83d9efe30d5dcc08613127e08dc1_cat-1_001.JPG,One,Standing,Yes,Staff,No
503fdecb8aa56dcf69874719d8aee0c7cd3e83d9efe30d5dcc08613127e08dc1_cat-1_002.JPG,One,Standing,Yes,Staff,No
503fdecb8aa56dcf69874719d8aee0c7cd3e83d9efe30d5dcc08613127e08dc1_cat-1_003.JPG,Two,Standing,Yes,Staff,No
504180bdbb6d1e094db03b338accda5a9278d516a4af915aa0fbe6d0f80929df_cat-1_001.JPG,One,Standing,No,Staff,No
504180bdbb6d1e094db03b338accda5a9278d516a4af915aa0fbe6d0f80929df_cat-1_002.JPG,One,Standing,No,Staff,No
504180bdbb6d1e094db03b338accda5a9278d516a4af915aa0fbe6d0f80929df_cat-1_003.JPG,One,Standing,No,Staff,No
50491dff34d087fb357cf0912c3c899ad523ed53fd7f098bafcee33c797a54c6_cat-1_001.PNG,One,Standing,Yes,Staff,No
50491dff34d087fb357cf0912c3c899ad523ed53fd7f098bafcee33c797a54c6_cat-1_002.PNG,Two,Sitting,Yes,Patient,No
50491dff34d087fb357cf0912c3c899ad523ed53fd7f098bafcee33c797a54c6_cat-1_003.PNG,One,Standing,Yes,Staff,No
50491dff34d087fb357cf0912c3c899ad523ed53fd7f098bafcee33c797a54c6_cat-1_004.PNG,Two,Standing,Yes,Staff,No
504b27b559ffdceb2c2213611db9b5e3a0a55f7053f8730f32cab1775d014e85_cat-1_001.JPG,One,Standing,No,Staff,No
504b27b559ffdceb2c2213611db9b5e3a0a55f7053f8730f32cab1775d014e85_cat-1_004.JPG,One,Sitting,Yes,Staff,No
50514f22e299834c111c8287f79cfa27964ae04e28c825e5d720ec07e19d5b91_cat-1_001.PNG,Two,Sitting,Yes,Staff,No
50514f22e299834c111c8287f79cfa27964ae04e28c825e5d720ec07e19d5b91_cat-1_002.PNG,Two,Unknown,Yes,Staff,No
50596be3711411c1ddcb381f8dab378630e0c6e6de9272d1ee0980c4262f416e_cat-1_001.PNG,One,Standing,Yes,Staff,No
50596be3711411c1ddcb381f8dab378630e0c6e6de9272d1ee0980c4262f416e_cat-1_002.PNG,Two,Standing,Yes,Staff,No
50596be3711411c1ddcb381f8dab378630e0c6e6de9272d1ee0980c4262f416e_cat-1_003.PNG,One,Standing,Yes,Staff,No
50596be3711411c1ddcb381f8dab378630e0c6e6de9272d1ee0980c4262f416e_cat-1_004.PNG,Two,Sitting,Yes,Patient,No
50596be3711411c1ddcb381f8dab378630e0c6e6de9272d1ee0980c4262f416e_cat-1_005.PNG,Two,Sitting,Yes,Patient,No
505fe75aab7bc84d6a144f57ff7165ad9af058d7109147229510ea6139b664ae_cat-1_001.PNG,Two,Lying,No,Patient,No
505fe75aab7bc84d6a144f57ff7165ad9af058d7109147229510ea6139b664ae_cat-1_002.PNG,Two,Lying,No,Patient,No
505fe75aab7bc84d6a144f57ff7165ad9af058d7109147229510ea6139b664ae_cat-1_003.PNG,One,Standing,Yes,Staff,No
508c29b5280cd69b19b6860ec4d02669ee63ad705e1e61ff3f463d03203046a9_cat-1_002.PNG,One,Standing,No,Staff,No
508c29b5280cd69b19b6860ec4d02669ee63ad705e1e61ff3f463d03203046a9_cat-1_003.PNG,One,Standing,No,Staff,No
508d4d25f7e29288c7720c1dfe7ac9cb34d3f1874a06619e4f7eac49d98861fa_cat-1_001.PNG,One,Sitting,Yes,Staff,No
508d4d25f7e29288c7720c1dfe7ac9cb34d3f1874a06619e4f7eac49d98861fa_cat-1_002.PNG,Two,Standing,Yes,Other,No
508d4d25f7e29288c7720c1dfe7ac9cb34d3f1874a06619e4f7eac49d98861fa_cat-1_003.PNG,One,Standing,Yes,Other,No
508d4d25f7e29288c7720c1dfe7ac9cb34d3f1874a06619e4f7eac49d98861fa_cat-1_004.PNG,Two,Standing,Yes,Staff,No
508d4d25f7e29288c7720c1dfe7ac9cb34d3f1874a06619e4f7eac49d98861fa_cat-1_005.PNG,Two,Sitting,Yes,Staff,No
508d4d25f7e29288c7720c1dfe7ac9cb34d3f1874a06619e4f7eac49d98861fa_cat-1_006.PNG,Two,Standing,Yes,Staff,No
7c60b03470e466a4b1c25023376090da57b0d1635120ceeb55c431f05e8c6d10_cat-1_003.PNG,Two,Standing,Yes,Staff,No
7c60b03470e466a4b1c25023376090da57b0d1635120ceeb55c431f05e8c6d10_cat-1_004.PNG,One,Standing,Yes,Staff,No
7c60b03470e466a4b1c25023376090da57b0d1635120ceeb55c431f05e8c6d10_cat-1_005.PNG,Two,Standing,Yes,Staff,No
7c6a5a25a8db00fff562a12242a8c69ef5cb13cc1d2d6a48ffd6c401060b7985_cat-1_001.PNG,One,Standing,No,Staff,No
7c6a5a25a8db00fff562a12242a8c69ef5cb13cc1d2d6a48ffd6c401060b7985_cat-1_002.PNG,One,Standing,No,Staff,No
7c6ba29fe7b31860607a805fad83e793080bab63419335fa898b084c5ab2f145_cat-1_001.PNG,Two,Sitting,No,Patient,No
7c6ba29fe7b31860607a805fad83e793080bab63419335fa898b084c5ab2f145_cat-1_002.PNG,One,Standing,No,Staff,No
7c6ba29fe7b31860607a805fad83e793080bab63419335fa898b084c5ab2f145_cat-1_004.PNG,None,Unknown,Unknown / Watermark,Other,Bad Image
7c6ba29fe7b31860607a805fad83e793080bab63419335fa898b084c5ab2f145_cat-1_005.PNG,One,Standing,No,Staff,No
7c700a879faa3c9adb98362e519420cf418ff516b2736b1eefc372ebcfd24360_cat-1_001.PNG,One,Standing,No,Staff,No
7c700a879faa3c9adb98362e519420cf418ff516b2736b1eefc372ebcfd24360_cat-1_002.PNG,Two,Standing,No,Staff,No
7c700a879faa3c9adb98362e519420cf418ff516b2736b1eefc372ebcfd24360_cat-1_003.PNG,One,Standing,No,Staff,No
7c7c460f97dae2d07be8f7775678bbd4c5695d34f3e5ab2d74def60423a28206_cat-1_001.JPG,One,Standing,No,Other,No
7c7c460f97dae2d07be8f7775678bbd4c5695d34f3e5ab2d74def60423a28206_cat-1_002.JPG,One,Standing,No,Staff,No
7c9748e6b927df076965596343d64adc897ae838040b743647ba94f04960de84_cat-1_002.PNG,One,Standing,No,Other,No
7c9748e6b927df076965596343d64adc897ae838040b743647ba94f04960de84_cat-1_003.PNG,Two,Standing,No,Staff,No
7ca854bd5c22164c6a2fbcdf855350fc4f8304b378c949034c3c20284b332d67_cat-1_001.JPG,Three,Standing,No,Staff,No
7ca854bd5c22164c6a2fbcdf855350fc4f8304b378c949034c3c20284b332d67_cat-1_002.JPG,One,Standing,No,Other,No
7ca854bd5c22164c6a2fbcdf855350fc4f8304b378c949034c3c20284b332d67_cat-1_004.JPG,Two,Standing,Yes,Other,Yes
7ca854bd5c22164c6a2fbcdf855350fc4f8304b378c949034c3c20284b332d67_cat-1_005.JPG,Two,Standing,Yes,Staff,No
7ca854bd5c22164c6a2fbcdf855350fc4f8304b378c949034c3c20284b332d67_cat-1_009.JPG,One,Standing,No,Other,No
7cb47e480b655d348aafb828d344190b499920e00b629401ef618c5920512ba1_cat-1_001.PNG,One,Standing,Yes,Staff,No
7cb47e480b655d348aafb828d344190b499920e00b629401ef618c5920512ba1_cat-1_002.PNG,Three,Sitting,No,Patient,No
7cb47e480b655d348aafb828d344190b499920e00b629401ef618c5920512ba1_cat-1_003.PNG,One,Sitting,No,Patient,No
7cb47e480b655d348aafb828d344190b499920e00b629401ef618c5920512ba1_cat-1_005.PNG,Three,Sitting,Yes,Patient,No
7cb47e480b655d348aafb828d344190b499920e00b629401ef618c5920512ba1_cat-1_007.PNG,One,Standing,No,Staff,No
7cb47e480b655d348aafb828d344190b499920e00b629401ef618c5920512ba1_cat-1_008.PNG,One,Standing,No,Staff,No
7cb47e480b655d348aafb828d344190b499920e00b629401ef618c5920512ba1_cat-1_011.PNG,One,Sitting,Yes,Staff,No
7cb73e6db08d4906039c2141b4e4db9bc88865ea1e21bb2f0952bd691adce1bd_cat-1_001.PNG,One,Sitting,No,Staff,No
7cbc84ba99b1029f707bff7611299655ec21371e2699a1eb534589dddec3d41c_cat-1_001.PNG,One,Lying,No,Patient,No
7cbc84ba99b1029f707bff7611299655ec21371e2699a1eb534589dddec3d41c_cat-1_002.PNG,One,Standing,No,Staff,No
7cbc84ba99b1029f707bff7611299655ec21371e2699a1eb534589dddec3d41c_cat-1_003.PNG,One,Standing,Yes,Staff,No
7cbf40af25fdf6c781271a3ebc0d091020f3297778f2cb61d596fdb3cb7b0072_cat-1_001.PNG,One,Lying,No,Patient,No
7cbf40af25fdf6c781271a3ebc0d091020f3297778f2cb61d596fdb3cb7b0072_cat-1_002.PNG,One,Lying,No,Patient,No
7cbf40af25fdf6c781271a3ebc0d091020f3297778f2cb61d596fdb3cb7b0072_cat-1_003.PNG,One,Standing,No,Staff,No
7cbf40af25fdf6c781271a3ebc0d091020f3297778f2cb61d596fdb3cb7b0072_cat-1_004.PNG,One,Standing,No,Staff,No
7cd7cdd176b01e935eeb8a4807f8b1f01611f49cb594bd9c5eebc3126ed4db8f_cat-1_001.PNG,One,Standing,No,Staff,No
7cd7cdd176b01e935eeb8a4807f8b1f01611f49cb594bd9c5eebc3126ed4db8f_cat-1_002.PNG,One,Standing,No,Staff,No
7ced1d6f00744c2519f6a026f6e6e26b1c0f183fb5eb379f872f8b0627bc5d56_cat-1_002.PNG,One,Standing,Yes,Staff,No
7cf60543e714d0f618ae4790bb2be7476a4efe01580b9b35438189424185a10e_cat-1_001.PNG,One,Standing,No,Staff,No
7cf60543e714d0f618ae4790bb2be7476a4efe01580b9b35438189424185a10e_cat-1_002.PNG,Two,Standing,No,Staff,No
7cf60543e714d0f618ae4790bb2be7476a4efe01580b9b35438189424185a10e_cat-1_003.PNG,Three,Standing,Yes,Staff,No
7cf60543e714d0f618ae4790bb2be7476a4efe01580b9b35438189424185a10e_cat-1_004.PNG,One,Standing,Yes,Staff,No
7cfdd0e08f77227c04c839dbcfcc7b920f7e3b55fec41273f62231b943914b71_cat-1_001.JPG,One,Standing,Yes,Staff,No
7d1c0ff7da947dbda58e6b8d411faeea57b31d79cacc55cb4ee278195a30ec5f_cat-1_001.PNG,One,Standing,No,Staff,No
7d250e6458c0d4c834d62ebf93892b0de29e8d6b6d95542ffdbe5ed9363e2787_cat-1_001.PNG,One,Sitting,No,Patient,No
7d250e6458c0d4c834d62ebf93892b0de29e8d6b6d95542ffdbe5ed9363e2787_cat-1_002.PNG,Two,Standing,No,Staff,No
7d384ce6a25bc87bfd7c818556c4a2e3837d7f503654b4cbfb11fecce8dcf17f_cat-1_001.JPG,Two,Sitting,No,Staff,No
7d5a2b02163df8f65845aebb226c8844c355d969128eacfee82ff0f4fa26a3a5_cat-1_001.PNG,One,Lying,Yes,Staff,No
7d5a2b02163df8f65845aebb226c8844c355d969128eacfee82ff0f4fa26a3a5_cat-1_002.PNG,One,Standing,No,Staff,No
7d5a2b02163df8f65845aebb226c8844c355d969128eacfee82ff0f4fa26a3a5_cat-1_003.PNG,One,Standing,No,Other,No
7d6059f9e34bfc4497ac6de0f1858080ec87323c7c0be2bccf768a4a5c0506c2_cat-1_001.PNG,One,Sitting,No,Staff,No
7d6059f9e34bfc4497ac6de0f1858080ec87323c7c0be2bccf768a4a5c0506c2_cat-1_002.PNG,One,Sitting,No,Staff,No
7d936cf275dcf9a7fee6a951aff22079193ef98a4f3904401daae0217f905b2f_cat-1_001.JPG,Three,Lying,No,Patient,No
7d936cf275dcf9a7fee6a951aff22079193ef98a4f3904401daae0217f905b2f_cat-1_002.JPG,Two,Standing,No,Other,No
7d936cf275dcf9a7fee6a951aff22079193ef98a4f3904401daae0217f905b2f_cat-1_003.JPG,Two,Standing,Yes,Staff,Yes
7d936cf275dcf9a7fee6a951aff22079193ef98a4f3904401daae0217f905b2f_cat-1_004.JPG,One,Lying,No,Patient,No
7d9392d6b0f91573d6f371f1dd19aae8df1dffc5d2093ce0676209741eb549dc_cat-1_001.JPG,One,Sitting,No,Patient,No
7d9392d6b0f91573d6f371f1dd19aae8df1dffc5d2093ce0676209741eb549dc_cat-1_002.JPG,One,Standing,No,Staff,No
7da1d35d700a044885d58703a9ce45def81695c60283d2e4df3150e3cb1fc2dc_cat-1_001.PNG,One,Standing,No,Staff,No
7da1d35d700a044885d58703a9ce45def81695c60283d2e4df3150e3cb1fc2dc_cat-1_002.PNG,One,Standing,No,Staff,No
7da1d35d700a044885d58703a9ce45def81695c60283d2e4df3150e3cb1fc2dc_cat-1_003.PNG,One,Standing,No,Staff,No
7dcc28e5bc225232da36ddf56c239a1ad9d3461d3b2231029b6583a3c4a074c5_cat-1_003.JPG,One,Standing,No,Staff,No
7dcc28e5bc225232da36ddf56c239a1ad9d3461d3b2231029b6583a3c4a074c5_cat-1_004.JPG,One,Standing,Yes,Staff,No
7dcc28e5bc225232da36ddf56c239a1ad9d3461d3b2231029b6583a3c4a074c5_cat-1_005.JPG,One,Standing,Yes,Staff,No
7dd3835953beca1ddc7f59d206084dec5b6a7b16b0ee98fc40ce377409f427d5_cat-1_001.PNG,One,Standing,No,Staff,No
7dd3835953beca1ddc7f59d206084dec5b6a7b16b0ee98fc40ce377409f427d5_cat-1_002.PNG,One,Standing,No,Staff,No
7ded9ee89f63795da444e9a347a9a7f5c81b1e05c9681073eeecaff1f020588f_cat-1_001.JPG,Two,Lying,Yes,Staff,No
7ded9ee89f63795da444e9a347a9a7f5c81b1e05c9681073eeecaff1f020588f_cat-1_002.JPG,Two,Unknown,Unknown / Watermark,Other,Bad Image
7df9c3a9faf027a27333768cbe7829fe27d46d93fc31a1df74adb636ff757491_cat-1_001.PNG,None,Unknown,Unknown / Watermark,Other,Bad Image
7df9c3a9faf027a27333768cbe7829fe27d46d93fc31a1df74adb636ff757491_cat-1_002.PNG,One,Standing,Yes,Staff,No
7df9c3a9faf027a27333768cbe7829fe27d46d93fc31a1df74adb636ff757491_cat-1_003.PNG,One,Standing,No,Staff,No
7df9c3a9faf027a27333768cbe7829fe27d46d93fc31a1df74adb636ff757491_cat-1_004.PNG,One,Standing,Yes,Staff,No
7e1168fb2054f03b9cc93a7395ec1e232ee01d139641cc4747863abd322c543a_cat-1_001.PNG,One,Standing,No,Staff,No
7e13a064b4dee40760f67a4bfb128b043783db87610d0f435c95397515668f7c_cat-1_001.JPG,Two,Standing,No,Other,Yes
7e13a064b4dee40760f67a4bfb128b043783db87610d0f435c95397515668f7c_cat-1_002.JPG,One,Standing,No,Staff,No
7e148da06ed71ce00bb320752b514850a100a8e918ed82bc0d2fde8e08085b78_cat-1_001.PNG,One,Sitting,Yes,Patient,No
7e148da06ed71ce00bb320752b514850a100a8e918ed82bc0d2fde8e08085b78_cat-1_002.PNG,One,Standing,Yes,Staff,No
7e157f36b21b21884c485d876155aa7ea7e2ce9e7c1ed8e37b0331ada7aa5142_cat-1_001.PNG,Two,Lying,Yes,Patient,No
7e157f36b21b21884c485d876155aa7ea7e2ce9e7c1ed8e37b0331ada7aa5142_cat-1_002.PNG,One,Standing,No,Staff,No
7e157f36b21b21884c485d876155aa7ea7e2ce9e7c1ed8e37b0331ada7aa5142_cat-1_003.PNG,One,Standing,No,Staff,No
7e1f143927db91ef03c3ccace5946677eb8ef2eab11be7340c33e27b89a62148_cat-1_001.JPG,One,Sitting,No,Patient,No
7e1f143927db91ef03c3ccace5946677eb8ef2eab11be7340c33e27b89a62148_cat-1_002.JPG,One,Standing,No,Staff,No
7e2e2ce90a1a0ff6ca5b30a585e187676ec1ffd9a9b613154a17e2c22584a59c_cat-1_001.PNG,One,Sitting,Yes,Staff,No
7e2e2ce90a1a0ff6ca5b30a585e187676ec1ffd9a9b613154a17e2c22584a59c_cat-1_002.PNG,One,Sitting,Yes,Other,No
7e300a15fdf238a6010fa8260f6193dbd44b104862633d14611cb12a7b0ed18e_cat-1_001.PNG,Two,Standing,Yes,Staff,No
7e300a15fdf238a6010fa8260f6193dbd44b104862633d14611cb12a7b0ed18e_cat-1_002.PNG,One,Standing,Yes,Staff,No
7e300a15fdf238a6010fa8260f6193dbd44b104862633d14611cb12a7b0ed18e_cat-1_003.PNG,Two,Standing,Yes,Other,Yes
7e300a15fdf238a6010fa8260f6193dbd44b104862633d14611cb12a7b0ed18e_cat-1_004.PNG,Two,Standing,Yes,Other,No
7e4f8cdb9ecec19eebb5538eb948a606c42a51d784d50fc17ea24c711f50fb1a_cat-1_001.PNG,One,Sitting,No,Other,No
7e574c05901cafa1a5750b7020f178e04974447eaaa93e4a1f198b0b94e3943e_cat-1_001.JPG,Two,Sitting,No,Other,No
7e574c05901cafa1a5750b7020f178e04974447eaaa93e4a1f198b0b94e3943e_cat-1_002.JPG,One,Sitting,No,Other,No
7e574c05901cafa1a5750b7020f178e04974447eaaa93e4a1f198b0b94e3943e_cat-1_003.JPG,One,Sitting,No,Other,No
7e73b2405213b2f49c58ffde3e67b9055a74ea20e3fb6024f274307f12fe94d3_cat-1_001.JPG,One,Standing,No,Staff,No
7e73b2405213b2f49c58ffde3e67b9055a74ea20e3fb6024f274307f12fe94d3_cat-1_002.JPG,One,Standing,No,Staff,No
