final_url,how_many,primary_posture,primary_occluded,staff_patient_other
42b62881d9224b3c671e2f7a968f93fe01a8c1593a3de3d283f1f65e72ee78fe_cat-1_004.PNG,One,Standing,No,Staff
42b6e3f03ab70a4980bbf2419eb5f036a15f539c003625faa1c729ae492a463a_cat-1_001.png,One,Sitting,No,Patient
42b6e3f03ab70a4980bbf2419eb5f036a15f539c003625faa1c729ae492a463a_cat-1_002.png,Two,Standing,No,Staff
42b6e3f03ab70a4980bbf2419eb5f036a15f539c003625faa1c729ae492a463a_cat-1_003.png,One,Standing,No,Staff
42baf9adb793049665a69188a2df12f7351c15deed05c1739ed0396d03236553_cat-1_002.PNG,One,Sitting,No,Other
42d5a0839a116a2d7e5a8e276db698ff7a691417e76a460adf1c6285a8ee5876_cat-1_001.png,One,Standing,No,Staff
42d5a0839a116a2d7e5a8e276db698ff7a691417e76a460adf1c6285a8ee5876_cat-1_002.png,One,Standing,No,Staff
440e921da3b96b1042605817c2a2560cc06a14893ee46e7d9465e87d71a6eb04_cat-1_005.PNG,Two,Sitting,No,Other
44222c6f77ddcbc256ec5b23926b2c357c72e46a39c85ed9863bdf4762f2477b_cat-1_001.jpg,One,Standing,No,Staff
4436219c1f969f3e39993e2c6a37ab2cc4c94348df60cda0d0d22f23b5db5d16_cat-1_001.png,None,,,
4436219c1f969f3e39993e2c6a37ab2cc4c94348df60cda0d0d22f23b5db5d16_cat-1_002.png,One,Sitting,No,Other
44365a4c61135551fef1d43a6c3f7cdc60ce62cbca6be81cdc447cb4b2836ef1_cat-1_001.png,One,Standing,No,Staff
44365a4c61135551fef1d43a6c3f7cdc60ce62cbca6be81cdc447cb4b2836ef1_cat-1_002.png,One,Standing,No,Patient
443a050109230273ac8b575b496e7356212e4e40e7167aa2f2e2975aa6ef9556_cat-1_001.png,One,Standing,Yes,Staff
443a050109230273ac8b575b496e7356212e4e40e7167aa2f2e2975aa6ef9556_cat-1_002.png,One,Standing,Yes,Staff
44576461df3a75251073de32948d3ea62f2a10d1267bca513d32c7eed6fbb554_cat-1_001.PNG,One,Lying,Yes,Patient
44576461df3a75251073de32948d3ea62f2a10d1267bca513d32c7eed6fbb554_cat-1_002.PNG,One,Standing,No,Staff
4467efd96b20f25839fb2aa70e38e10e6784171de692292bf875a5d393d96053_cat-1_002.PNG,One,Standing,No,Staff
4467efd96b20f25839fb2aa70e38e10e6784171de692292bf875a5d393d96053_cat-1_003.PNG,One,Standing,No,Other
448012d6f68503fa754dc0385f0e227da8b52ea5232751a84819d376a08505bb_cat-1_001.png,Two,Lying,No,Patient
448012d6f68503fa754dc0385f0e227da8b52ea5232751a84819d376a08505bb_cat-1_002.png,One,Sitting,No,Staff
4481248a12491953e54a08215712244b694590bbc84ae0be8ebe1be532485ebf_cat-1_001.jpg,Two,Lying,No,Patient
4481248a12491953e54a08215712244b694590bbc84ae0be8ebe1be532485ebf_cat-1_002.jpg,One,Lying,No,Patient
4481248a12491953e54a08215712244b694590bbc84ae0be8ebe1be532485ebf_cat-1_003.jpg,Two,Standing,No,Staff
44842a2cab996736a3c6569d6486bf41e7b398591af4cbbe0b4af5272e83fc8f_cat-1_005.PNG,One,Standing,No,Other
44842a2cab996736a3c6569d6486bf41e7b398591af4cbbe0b4af5272e83fc8f_cat-1_006.PNG,Three,Standing,No,Staff
44842a2cab996736a3c6569d6486bf41e7b398591af4cbbe0b4af5272e83fc8f_cat-1_007.PNG,Two,Standing,No,Other
448e7194e4297e5116cad23f8f45afaddfe89e2556cf3b71e99f648db0c770fa_cat-1_001.jpg,One,Standing,No,Other
448e7194e4297e5116cad23f8f45afaddfe89e2556cf3b71e99f648db0c770fa_cat-1_002.jpg,One,Standing,No,Staff
448e7194e4297e5116cad23f8f45afaddfe89e2556cf3b71e99f648db0c770fa_cat-1_003.jpg,Two,Standing,Yes,Staff
448e7194e4297e5116cad23f8f45afaddfe89e2556cf3b71e99f648db0c770fa_cat-1_004.jpg,One,Standing,Yes,Staff
449a6e713bc36c47cf237806300279a80ea6097c8acb854b0b8e247cdf112d8a_cat-1_001.PNG,One,Standing,No,Staff
449a6e713bc36c47cf237806300279a80ea6097c8acb854b0b8e247cdf112d8a_cat-1_002.PNG,One,Standing,No,Staff
44a83e47dee6818378e03d5ecf248d05af32db8ca902600011417f16a3d62622_cat-1_001.jpg,One,Standing,No,Staff
44a83e47dee6818378e03d5ecf248d05af32db8ca902600011417f16a3d62622_cat-1_002.jpg,One,Standing,No,Patient
44b08828b1244ee9f55e8809578a311525e45c8c195d691ed4df9458c907d9a6_cat-1_001.PNG,One,Standing,No,Staff
44b08828b1244ee9f55e8809578a311525e45c8c195d691ed4df9458c907d9a6_cat-1_002.PNG,One,Sitting,Yes,Other
44b2b3eb7e936878721044144ef77454f45d3dd3ae669e9f17153d1609bc056b_cat-1_001.PNG,One,Standing,No,Other
44b2b3eb7e936878721044144ef77454f45d3dd3ae669e9f17153d1609bc056b_cat-1_002.PNG,One,Standing,No,Staff
44c265630ac7cbfe631ad02777f97590c780787dce1991bb428ec066c7575e53_cat-1_006.jpg,Three,Standing,No,Staff
44c265630ac7cbfe631ad02777f97590c780787dce1991bb428ec066c7575e53_cat-1_007.jpg,One,Unknown,Yes,Other
44c265630ac7cbfe631ad02777f97590c780787dce1991bb428ec066c7575e53_cat-1_009.jpg,One,Lying,No,Patient
44cbaf1589f60d2cc25599d7e51229d4167b5ba4b391b318702f3d0f06e5099e_cat-1_001.png,One,Lying,No,Patient
44cbaf1589f60d2cc25599d7e51229d4167b5ba4b391b318702f3d0f06e5099e_cat-1_002.png,One,Sitting,No,Staff
44d100f0e598547715416525a84419da26c0db8d76787d3a897f06a69221ca04_cat-1_001.PNG,One,Lying,No,Patient
44d100f0e598547715416525a84419da26c0db8d76787d3a897f06a69221ca04_cat-1_002.PNG,One,Standing,No,Other
44e428850303f306d35ec07627ff8b27a9c142e2ef1c8ab42b513065a1921cf4_cat-1_001.jpg,One,Unknown,Yes,Staff
44e428850303f306d35ec07627ff8b27a9c142e2ef1c8ab42b513065a1921cf4_cat-1_002.jpg,One,Sitting,No,Staff
44e428850303f306d35ec07627ff8b27a9c142e2ef1c8ab42b513065a1921cf4_cat-1_003.jpg,One,Unknown,Yes,Staff
44eb5dc3fc596f169a33cd4bb122ee3b964da527889eb92c25210bcf891b9b5e_cat-1_003.png,One,Sitting,No,Patient
44eb5dc3fc596f169a33cd4bb122ee3b964da527889eb92c25210bcf891b9b5e_cat-1_004.png,One,Standing,No,Other
44eb5dc3fc596f169a33cd4bb122ee3b964da527889eb92c25210bcf891b9b5e_cat-1_005.png,Two,Standing,Yes,Other
44eb5dc3fc596f169a33cd4bb122ee3b964da527889eb92c25210bcf891b9b5e_cat-1_006.png,One,Standing,No,Other
44eb5dc3fc596f169a33cd4bb122ee3b964da527889eb92c25210bcf891b9b5e_cat-1_008.png,Two,Standing,No,Other
44ef855658738b85d3e525a1a31bdbb16262fa8dfc96493c01e26289e30f4e6e_cat-1_001.png,One,Sitting,No,Other
44f996824caf2e936499e4cd9218c4f972face1d2de7ff5cfbf783ba9a1281fb_cat-1_001.PNG,One,Sitting,No,Other
44fcc07107453f36527973d5aad4c5e5219602e5054cc16a994a35ade59545c1_cat-1_001.png,None,,,
341f6e4c022a266dcc7cc3c1da164a4b62f070003313d5cfd53820c5c34503db_cat-1_003.png,One,Standing,No,Staff
341f6e4c022a266dcc7cc3c1da164a4b62f070003313d5cfd53820c5c34503db_cat-1_004.png,Two,Sitting,No,Patient
342890728e7002791da9aae42dbf82174bbb0f7fe029eb8fd4197018712e0130_cat-1_001.png,One,Standing,No,Staff
342890728e7002791da9aae42dbf82174bbb0f7fe029eb8fd4197018712e0130_cat-1_002.png,One,Sitting,Yes,Patient
342cc5f6903fcebf051c1a6f8257e07e0d3ece0cf3c07811d922e97de7c6af0a_cat-1_001.png,One,Unknown,Yes,Staff
342cc5f6903fcebf051c1a6f8257e07e0d3ece0cf3c07811d922e97de7c6af0a_cat-1_002.png,One,Standing,Yes,Staff
342cc5f6903fcebf051c1a6f8257e07e0d3ece0cf3c07811d922e97de7c6af0a_cat-1_003.png,One,Standing,Yes,Staff
344080e1edb13c49b80120b1cc58f1a175201dc0f99bdcd80dae29fb8c320d2b_cat-1_001.jpg,One,Standing,No,Staff
34428c6cd94151d44c7219cb826fb2b31181adcdb0fbe07dc0764226bd2f0f03_cat-1_002.jpg,One,Standing,No,Staff
3454e0b1621f8fea89fcb41ca283afff160cc00f80d6cbb6fa257d264a0e0d9f_cat-1_001.png,One,Standing,No,Staff
3454e0b1621f8fea89fcb41ca283afff160cc00f80d6cbb6fa257d264a0e0d9f_cat-1_002.png,One,Standing,Yes,Staff
3466492b25f3ed833f1d3265c68a7c5c88387744de6122672b9eb7bd7f3599c7_cat-1_001.png,One,Standing,No,Other
3466492b25f3ed833f1d3265c68a7c5c88387744de6122672b9eb7bd7f3599c7_cat-1_002.png,Two,Sitting,Yes,Patient
3466492b25f3ed833f1d3265c68a7c5c88387744de6122672b9eb7bd7f3599c7_cat-1_003.png,Two,Standing,Yes,Staff
346f71392454bf45807933c80ff3bcfe5633f823983608b02196ef5fbb47e7fe_cat-1_001.jpg,One,Standing,No,Other
346f71392454bf45807933c80ff3bcfe5633f823983608b02196ef5fbb47e7fe_cat-1_002.jpg,Two,Standing,No,Other
347151e48832911ac2b7853e085e39bb9c8456cc8e0c44f82be81df1663f61eb_cat-1_002.PNG,One,Standing,No,Staff
3486a931c1ff63e3b830d14fbc77bfdd747f93ef910d017b542095fcbb95d9ea_cat-1_002.jpg,One,Standing,No,Staff
3486a931c1ff63e3b830d14fbc77bfdd747f93ef910d017b542095fcbb95d9ea_cat-1_003.jpg,One,Standing,No,Staff
3490659f8fe1498179478296cfa4139f359d785721de550e72e89fb664fcf8d4_cat-1_001.jpg,One,Standing,Yes,Staff
3490659f8fe1498179478296cfa4139f359d785721de550e72e89fb664fcf8d4_cat-1_002.jpg,One,Sitting,No,Staff
349e7ee7c0dfdf0c469b98919b6519dece1337edbadb75f44ba44433f7bd6936_cat-1_001.PNG,None,,,
349e7ee7c0dfdf0c469b98919b6519dece1337edbadb75f44ba44433f7bd6936_cat-1_002.PNG,One,Standing,Yes,Other
349e7ee7c0dfdf0c469b98919b6519dece1337edbadb75f44ba44433f7bd6936_cat-1_003.PNG,One,Standing,Yes,Other
349e7ee7c0dfdf0c469b98919b6519dece1337edbadb75f44ba44433f7bd6936_cat-1_004.PNG,Two,Standing,No,Staff
349e7ee7c0dfdf0c469b98919b6519dece1337edbadb75f44ba44433f7bd6936_cat-1_005.PNG,One,Standing,Yes,Staff
349e7ee7c0dfdf0c469b98919b6519dece1337edbadb75f44ba44433f7bd6936_cat-1_006.PNG,One,Unknown,Yes,Other
34bb498324e95c2e29f007e8b030f015bdab427176da8e2401be603932f8f645_cat-1_001.PNG,One,Unknown,Yes,Other
34bb498324e95c2e29f007e8b030f015bdab427176da8e2401be603932f8f645_cat-1_002.PNG,One,Standing,No,Staff
34bb498324e95c2e29f007e8b030f015bdab427176da8e2401be603932f8f645_cat-1_003.PNG,One,Standing,No,Other
34c3300ef30666b1a20440788929bfa23796e06dc693ae66282a7bbd84153a7d_cat-1_001.PNG,One,Sitting,No,Other
34c3300ef30666b1a20440788929bfa23796e06dc693ae66282a7bbd84153a7d_cat-1_002.PNG,Two,Unknown,,
34c3300ef30666b1a20440788929bfa23796e06dc693ae66282a7bbd84153a7d_cat-1_003.PNG,Two,Sitting,No,Other
34d4108ac4b04be9382236b4e723c5cbf9dfbaf7aa45217e4a301639296e4118_cat-1_003.png,Two,Unknown,,
34d4108ac4b04be9382236b4e723c5cbf9dfbaf7aa45217e4a301639296e4118_cat-1_005.png,One,Standing,Yes,Other
34d4108ac4b04be9382236b4e723c5cbf9dfbaf7aa45217e4a301639296e4118_cat-1_008.png,One,Standing,Yes,Other
34d48d47fd7a05f41aca4838e72a4c214bd9e8bdb287860b0422a55baa8393a6_cat-1_001.png,One,Sitting,No,Patient
34d48d47fd7a05f41aca4838e72a4c214bd9e8bdb287860b0422a55baa8393a6_cat-1_002.png,One,Sitting,No,Other
34d48d47fd7a05f41aca4838e72a4c214bd9e8bdb287860b0422a55baa8393a6_cat-1_003.png,One,Standing,No,Staff
34e9ba057b2c948046c1a587015d33aae62d60459d67c021d2ab4026e02294ae_cat-1_001.png,One,Sitting,No,Other
34e9ba057b2c948046c1a587015d33aae62d60459d67c021d2ab4026e02294ae_cat-1_002.png,One,Sitting,No,Other
34ea406bf6e990edad4ffc99fb6b193a7ea7dd3aea6e28dd00d252c39602e7c2_cat-1_001.png,One,Sitting,No,Other
34ea406bf6e990edad4ffc99fb6b193a7ea7dd3aea6e28dd00d252c39602e7c2_cat-1_002.png,One,Sitting,No,Other
34f23e0211b75bc6f6c9231520de47eacb5b32f3107669f341a96eacf83c6ebc_cat-1_001.png,None,,,
34f23e0211b75bc6f6c9231520de47eacb5b32f3107669f341a96eacf83c6ebc_cat-1_002.png,Two,Lying,No,Patient
34f23e0211b75bc6f6c9231520de47eacb5b32f3107669f341a96eacf83c6ebc_cat-1_003.png,None,,,
34f23e0211b75bc6f6c9231520de47eacb5b32f3107669f341a96eacf83c6ebc_cat-1_004.png,One,Standing,No,Staff
34f23e0211b75bc6f6c9231520de47eacb5b32f3107669f341a96eacf83c6ebc_cat-1_005.png,One,Standing,No,Staff
34f40fe9c276e3073104f61ff5e03f7c15005d31ba7bd172f316851a738fb59a_cat-1_001.PNG,One,Standing,No,Staff
34f40fe9c276e3073104f61ff5e03f7c15005d31ba7bd172f316851a738fb59a_cat-1_002.PNG,One,Standing,No,Staff
5ca9f295d99af796b9d62ca805fe4d0f8c5eeee90cc00bc2cbf6bfd2abcf13ee_cat-1_004.png,Two,Standing,Yes,Staff
5ca9f295d99af796b9d62ca805fe4d0f8c5eeee90cc00bc2cbf6bfd2abcf13ee_cat-1_005.png,Two,Standing,Yes,Staff
5cb4f90e8b769a66c02d783629a1964744bd070f8e9a27aa9250b3306abbffd6_cat-1_001.PNG,One,Sitting,Yes,Staff
5ccf7d3b841b11043b9e090e35c01b0978b570bbcf63213b105d88e003d28259_cat-1_001.png,One,Standing,Yes,Staff
5ccf7d3b841b11043b9e090e35c01b0978b570bbcf63213b105d88e003d28259_cat-1_002.png,One,Standing,Yes,Staff
5ccf7d3b841b11043b9e090e35c01b0978b570bbcf63213b105d88e003d28259_cat-1_003.png,Two,Unknown,Yes,Staff
5cd383ea42f7921760de01cfe1fcb48764251488beda03ca0170a097aa359c06_cat-1_001.jpg,One,Standing,No,Staff
5cd383ea42f7921760de01cfe1fcb48764251488beda03ca0170a097aa359c06_cat-1_002.jpg,Three,Standing,No,Staff
5cd383ea42f7921760de01cfe1fcb48764251488beda03ca0170a097aa359c06_cat-1_003.jpg,Two,Standing,Yes,Staff
5cd383ea42f7921760de01cfe1fcb48764251488beda03ca0170a097aa359c06_cat-1_004.jpg,One,Standing,Yes,Staff
5cd383ea42f7921760de01cfe1fcb48764251488beda03ca0170a097aa359c06_cat-1_006.jpg,Three,Standing,Yes,Staff
5cd383ea42f7921760de01cfe1fcb48764251488beda03ca0170a097aa359c06_cat-1_007.jpg,Three,Standing,Yes,Staff
5cd383ea42f7921760de01cfe1fcb48764251488beda03ca0170a097aa359c06_cat-1_008.jpg,Three,Standing,Yes,Staff
5ce11acf6a82b3eb8205739dd9a2df31fad75bbc07c037e91645d615b5f42ece_cat-1_001.PNG,One,Standing,No,Staff
5ce11acf6a82b3eb8205739dd9a2df31fad75bbc07c037e91645d615b5f42ece_cat-1_002.PNG,One,Standing,Yes,Staff
5d03061a2a68e47337cd3407970eac1425397c27482944cb16cc4c5a30a7852e_cat-1_001.png,One,Standing,Yes,Staff
5d03061a2a68e47337cd3407970eac1425397c27482944cb16cc4c5a30a7852e_cat-1_002.png,Two,Sitting,Yes,Patient
5d03061a2a68e47337cd3407970eac1425397c27482944cb16cc4c5a30a7852e_cat-1_003.png,Two,Unknown,Yes,Patient
5d07034a5ea093efac090bd81e94ba9f5c5f5236aebb6d9477137eb8bf5b0103_cat-1_001.png,Two,Standing,Yes,Patient
5d07034a5ea093efac090bd81e94ba9f5c5f5236aebb6d9477137eb8bf5b0103_cat-1_002.png,Three,Standing,Yes,Staff
5d07034a5ea093efac090bd81e94ba9f5c5f5236aebb6d9477137eb8bf5b0103_cat-1_003.png,Two,Standing,Yes,Staff
5d07034a5ea093efac090bd81e94ba9f5c5f5236aebb6d9477137eb8bf5b0103_cat-1_004.png,One,Sitting,Yes,Staff
5d0858e1eea70919dda6159fe44f29ea644b730abe262643f4077e50a4a7fa44_cat-1_001.png,One,Standing,Yes,Staff
5d0858e1eea70919dda6159fe44f29ea644b730abe262643f4077e50a4a7fa44_cat-1_003.png,Two,Standing,Yes,Staff
5d0f3016c312e78c562927fba4ce8472def802c14b07397019198131aa387f77_cat-1_001.png,Two,Standing,Yes,Staff
5d0f3016c312e78c562927fba4ce8472def802c14b07397019198131aa387f77_cat-1_002.png,Two,Sitting,Yes,Patient
5d0f3016c312e78c562927fba4ce8472def802c14b07397019198131aa387f77_cat-1_003.png,Two,Sitting,Yes,Other
5d336db87b5550158e41a076b22d54bc36aeb3de98ba232a162b50e743d5cbfa_cat-1_001.PNG,One,Sitting,Yes,Staff
5d44148b3f4392a07385a95a68530bbfa9e91bc509498af51eda7f3c22f8c3a5_cat-1_001.PNG,One,Standing,No,Other
5d44148b3f4392a07385a95a68530bbfa9e91bc509498af51eda7f3c22f8c3a5_cat-1_002.PNG,One,Standing,No,Patient
5d44b74b0cd479f25b1db2cecef0c873968a7467df97239dce7da991061b8ebe_cat-1_001.PNG,One,Unknown,Yes,Staff
5d44b74b0cd479f25b1db2cecef0c873968a7467df97239dce7da991061b8ebe_cat-1_002.PNG,One,Standing,No,Staff
5d44b74b0cd479f25b1db2cecef0c873968a7467df97239dce7da991061b8ebe_cat-1_003.PNG,One,Standing,No,Staff
5d44b74b0cd479f25b1db2cecef0c873968a7467df97239dce7da991061b8ebe_cat-1_004.PNG,One,Standing,No,Staff
5d44b74b0cd479f25b1db2cecef0c873968a7467df97239dce7da991061b8ebe_cat-1_005.PNG,One,Standing,No,Staff
5d44b74b0cd479f25b1db2cecef0c873968a7467df97239dce7da991061b8ebe_cat-1_006.PNG,None,,,
5d5c46aada1c0d3d6d027a21b0bb6e2a459c790e5c02d7d130dcfa101940deb1_cat-1_001.jpg,Two,Standing,No,Staff
5d5c46aada1c0d3d6d027a21b0bb6e2a459c790e5c02d7d130dcfa101940deb1_cat-1_002.jpg,One,Standing,No,Staff
5d5c46aada1c0d3d6d027a21b0bb6e2a459c790e5c02d7d130dcfa101940deb1_cat-1_003.jpg,One,Standing,Yes,Staff
5d8476c689f94cd6bd37d53f5ef1018302d5a941a517a249a89e73c308b45147_cat-1_001.png,One,Unknown,Yes,Staff
5d8476c689f94cd6bd37d53f5ef1018302d5a941a517a249a89e73c308b45147_cat-1_002.png,One,Lying,Yes,Patient
5d8476c689f94cd6bd37d53f5ef1018302d5a941a517a249a89e73c308b45147_cat-1_003.png,Three,Standing,No,Staff
5d8476c689f94cd6bd37d53f5ef1018302d5a941a517a249a89e73c308b45147_cat-1_004.png,Three,Standing,Yes,Staff
5d8476c689f94cd6bd37d53f5ef1018302d5a941a517a249a89e73c308b45147_cat-1_009.png,Three,Standing,Yes,Staff
5d8476c689f94cd6bd37d53f5ef1018302d5a941a517a249a89e73c308b45147_cat-1_010.png,Two,Sitting,No,Staff
5d89c2c8a3af3c40343f63c8c7f00d55ad9aedc1aa8c339a45553e5bea5b1ec8_cat-1_002.png,One,Standing,No,Staff
5d89c2c8a3af3c40343f63c8c7f00d55ad9aedc1aa8c339a45553e5bea5b1ec8_cat-1_004.png,One,Standing,Yes,Staff
5d8aa0eac91b7a7ff5c29e6a16c6e89f403a947a4678fd79c5f983202f51a064_cat-1_001.jpg,One,Sitting,No,Patient
5d8aa0eac91b7a7ff5c29e6a16c6e89f403a947a4678fd79c5f983202f51a064_cat-1_002.jpg,One,Sitting,Yes,Patient
5d8aa0eac91b7a7ff5c29e6a16c6e89f403a947a4678fd79c5f983202f51a064_cat-1_003.jpg,One,Standing,Yes,Other
8e421bd4b74f6d7baa554c7306fe75aaaef9b416f7b5b2d2af81c09423f4a5ab_cat-1_001.png,Two,Standing,Yes,Staff
8e421bd4b74f6d7baa554c7306fe75aaaef9b416f7b5b2d2af81c09423f4a5ab_cat-1_002.png,Two,Standing,Yes,Staff
8e421bd4b74f6d7baa554c7306fe75aaaef9b416f7b5b2d2af81c09423f4a5ab_cat-1_003.png,Two,Lying,No,Patient
8e421bd4b74f6d7baa554c7306fe75aaaef9b416f7b5b2d2af81c09423f4a5ab_cat-1_004.png,One,Unknown,Yes,Staff
8e421bd4b74f6d7baa554c7306fe75aaaef9b416f7b5b2d2af81c09423f4a5ab_cat-1_005.png,Two,Standing,Yes,Staff
8e47525799f87cdfe9a67f11bdc276341818a5fd52fe2c10de9ea70eda9e8e60_cat-1_001.png,Two,Lying,Yes,Patient
8e47525799f87cdfe9a67f11bdc276341818a5fd52fe2c10de9ea70eda9e8e60_cat-1_002.png,Two,Standing,Yes,Other
8e528526becf9b1a5300ef6f00d0bd83821e3bbf5853345866522f55beb1a924_cat-1_001.jpg,Two,Standing,Yes,Staff
8e528526becf9b1a5300ef6f00d0bd83821e3bbf5853345866522f55beb1a924_cat-1_002.jpg,One,Standing,Yes,Staff
8e57065a27190af113fa6d200a858458a1addbd8248c026eac4ea07d580c4bcf_cat-1_001.PNG,One,Standing,Yes,Other
8e57065a27190af113fa6d200a858458a1addbd8248c026eac4ea07d580c4bcf_cat-1_002.PNG,Two,Standing,Yes,Patient
8e57065a27190af113fa6d200a858458a1addbd8248c026eac4ea07d580c4bcf_cat-1_003.PNG,One,Standing,Yes,Patient
8e5d99baaed6157766e1c7810acc6393f6a3aa912e3a8d93f6aef1cacf8649dd_cat-1_001.PNG,Two,Sitting,No,Patient
8e5d99baaed6157766e1c7810acc6393f6a3aa912e3a8d93f6aef1cacf8649dd_cat-1_002.PNG,Two,Unknown,Yes,Patient
8e5d99baaed6157766e1c7810acc6393f6a3aa912e3a8d93f6aef1cacf8649dd_cat-1_003.PNG,One,Standing,Yes,Staff
8e6b2ceffe7aa781b73c2dd8a957e4979b69aec896483d6f590881f53ac3d227_cat-1_001.PNG,One,Standing,Yes,Other
8e6b2ceffe7aa781b73c2dd8a957e4979b69aec896483d6f590881f53ac3d227_cat-1_002.PNG,Two,Standing,No,Other
8eb62040863704382f3b88f6e2800f54b813bea4a365a25b85f1b717aaa0e6e7_cat-1_002.PNG,One,Sitting,Yes,Staff
8eb62040863704382f3b88f6e2800f54b813bea4a365a25b85f1b717aaa0e6e7_cat-1_003.PNG,One,Sitting,Yes,Staff
8eb7d769fe5ea7ba500ff0d97ad4d1d9a6c95d7c5eff9b2fc546036ac799798f_cat-1_001.PNG,One,Lying,Yes,Patient
8eb7d769fe5ea7ba500ff0d97ad4d1d9a6c95d7c5eff9b2fc546036ac799798f_cat-1_003.PNG,Two,Standing,No,Staff
8eb7d769fe5ea7ba500ff0d97ad4d1d9a6c95d7c5eff9b2fc546036ac799798f_cat-1_004.PNG,Two,Standing,Yes,Other
8eb7d769fe5ea7ba500ff0d97ad4d1d9a6c95d7c5eff9b2fc546036ac799798f_cat-1_005.PNG,One,Standing,Yes,Staff
8ece5f94767a3b12454e678d452cd5956d8ccda7e3f573d0350c7f7ee4920458_cat-1_001.png,Two,Standing,Yes,Staff
8ece5f94767a3b12454e678d452cd5956d8ccda7e3f573d0350c7f7ee4920458_cat-1_002.png,One,Standing,Yes,Staff
8ece5f94767a3b12454e678d452cd5956d8ccda7e3f573d0350c7f7ee4920458_cat-1_003.png,One,Sitting,Yes,Staff
8ee0e50ac52673c5eb78365bcb6b13b634d3d5e03562d7cdcd57ec7cd00b1468_cat-1_001.png,One,Standing,No,Staff
8ef390181d4d86d2b916d6e8fb15bb038989bfd8772e28f5a807e7e8defcfeab_cat-1_002.jpg,One,Standing,Yes,Staff
8ef390181d4d86d2b916d6e8fb15bb038989bfd8772e28f5a807e7e8defcfeab_cat-1_003.jpg,One,Standing,No,Staff
8ef390181d4d86d2b916d6e8fb15bb038989bfd8772e28f5a807e7e8defcfeab_cat-1_004.jpg,One,Standing,Yes,Staff
8ef390181d4d86d2b916d6e8fb15bb038989bfd8772e28f5a807e7e8defcfeab_cat-1_005.jpg,One,Standing,Yes,Staff
8f04f7a2406267dc8f85cfce4f6b17251e2cab14873fcbd38d645c5255f42bcc_cat-1_001.PNG,One,Standing,No,Staff
8f04f7a2406267dc8f85cfce4f6b17251e2cab14873fcbd38d645c5255f42bcc_cat-1_002.PNG,One,Unknown,Yes,Other
8f14f4480d61ceb9baf49990d98bcff7dfd163d509544561b29628e241c72006_cat-1_001.jpg,One,Standing,Yes,Staff
8f14f4480d61ceb9baf49990d98bcff7dfd163d509544561b29628e241c72006_cat-1_002.jpg,One,Sitting,No,Staff
8f14f4480d61ceb9baf49990d98bcff7dfd163d509544561b29628e241c72006_cat-1_003.jpg,One,Standing,Yes,Staff
8f1a26254566f979426e1edc9d63d7c518a220891896bbd805727feb62d4c85e_cat-1_001.jpg,One,Standing,No,Staff
8f2257f2885ed78736920f9836d25c8024a4d94fde2172ce30473067b582645a_cat-1_001.png,One,Sitting,Yes,Other
8f2257f2885ed78736920f9836d25c8024a4d94fde2172ce30473067b582645a_cat-1_002.png,One,Sitting,Yes,Other
8f2b42100cbe622a4dde37f6c83773b18c04d1b133a939091979dcf981eff9b8_cat-1_001.jpg,One,Standing,No,Staff
8f2b42100cbe622a4dde37f6c83773b18c04d1b133a939091979dcf981eff9b8_cat-1_002.jpg,One,Sitting,Yes,Staff
8f324b6bd468cebb86609eb4bdf7e3f02c4566451b551d423f00157e118def27_cat-1_001.PNG,Two,Standing,Yes,Staff
8f32b840a79e3cdf82082eff1424b949c9207303cac8c60542f6ea4d2026b4b7_cat-1_001.PNG,Two,Lying,Yes,Patient
8f32b840a79e3cdf82082eff1424b949c9207303cac8c60542f6ea4d2026b4b7_cat-1_002.PNG,One,Standing,Yes,Staff
8f32b840a79e3cdf82082eff1424b949c9207303cac8c60542f6ea4d2026b4b7_cat-1_003.PNG,Two,Standing,Yes,Staff
8f32b840a79e3cdf82082eff1424b949c9207303cac8c60542f6ea4d2026b4b7_cat-1_004.PNG,One,Standing,Yes,Staff
8f44a024c22d05b1ddc47da29b55b077774b9b53fce1b3f9a5459e520217b384_cat-1_001.PNG,One,Standing,No,Other
8f4699c1b3b7e7c3c2d2b5598f1ac9ea9aaa474e8573046fd337bd3b193c2a8d_cat-1_001.png,One,Standing,No,Staff
8f4699c1b3b7e7c3c2d2b5598f1ac9ea9aaa474e8573046fd337bd3b193c2a8d_cat-1_002.png,Two,Lying,Yes,Patient
8f4699c1b3b7e7c3c2d2b5598f1ac9ea9aaa474e8573046fd337bd3b193c2a8d_cat-1_003.png,Two,Unknown,Unknown / Watermark,Other
fafa1fac91ff7da6a65d2ac0b32617dce27835a21e45904147a451dcf7ef753c_cat-1_002.png,One,Standing,No,Staff
faffd7c996a31503a067fa74d075accfa86122d325a736e90f79eea952d3fa84_cat-1_001.png,One,Sitting,Yes,Patient
faffd7c996a31503a067fa74d075accfa86122d325a736e90f79eea952d3fa84_cat-1_002.png,None,,,
faffd7c996a31503a067fa74d075accfa86122d325a736e90f79eea952d3fa84_cat-1_003.png,One,Standing,No,Staff
faffd7c996a31503a067fa74d075accfa86122d325a736e90f79eea952d3fa84_cat-1_004.png,Three,Unknown,No,Other
faffd7c996a31503a067fa74d075accfa86122d325a736e90f79eea952d3fa84_cat-1_005.png,One,Unknown,Yes,Staff
